timestamp,open,high,low,close,volume
2020-01-02,13.7072,13.7302,12.98,13.0105,971190.67
2020-01-03,13.0104,13.75,12.9801,13.6474,1458450.49
2020-01-04,13.6481,13.871,13.5102,13.8092,1231281.06
2020-01-05,13.7978,14.3133,13.791,14.0532,1458003.02
2020-01-06,14.0488,14.9873,14.0168,14.9471,1633712.04
2020-01-07,14.9427,15.187,14.456,15.0226,1458769.7
2020-01-08,15.0212,15.32,14.2,14.5334,1497529.49
2020-01-09,14.5334,14.5823,14.201,14.3978,1075088.98
2020-01-10,14.3806,15.0973,14.11,15.07,1572086.31
2020-01-11,15.0643,15.32,14.7111,14.9177,1397398.3
2020-01-12,14.9137,15.4707,14.8001,15.3366,2042903.51
2020-01-13,15.337,15.3572,14.9295,15.1736,1522093.0
2020-01-14,15.1735,16.91,15.1659,16.6371,2711583.22
2020-01-15,16.6301,18.19,16.27,17.6655,3041574.63
2020-01-16,17.6655,17.6923,16.31,17.0333,1842017.29
2020-01-17,17.04,18.4849,17.04,18.0724,2734829.93
2020-01-18,18.0763,18.3602,17.45,17.8088,1903293.0
2020-01-19,17.7954,18.495,16.6666,17.388,2128210.74
2020-01-20,17.3706,17.5516,16.8043,17.3235,1576499.08
2020-01-21,17.3265,18.2,17.2228,18.1166,1923914.5
2020-01-22,18.1107,18.4,17.55,17.8344,1607749.78
2020-01-23,17.8344,17.8344,16.7441,17.0524,1363632.79
2020-01-24,17.0813,17.4429,16.4288,17.1148,1411501.98
2020-01-25,17.1133,17.1215,16.5685,16.9555,1211416.32
2020-01-26,16.9419,17.499,16.8315,17.499,1619344.75
2020-01-27,17.4919,17.95,17.2198,17.67,1562998.84
2020-01-28,17.67,18.16,17.4466,18.0662,1916526.07
2020-01-29,18.0614,18.4437,17.809,17.9134,1452764.7
2020-01-30,17.9296,18.7027,17.7,18.5555,1787521.22
2020-01-31,18.5557,18.88,17.8,18.2644,1647399.08
2020-02-01,18.2644,18.5956,18.03,18.2752,1511588.86
2020-02-02,18.2753,18.7714,17.8277,18.4333,1558716.52
