timestamp,open,high,low,close,volume
2020-01-02,0.0020245,0.00204,0.0019485,0.0019951,191887309.0
2020-01-03,0.0019986,0.0020359,0.0019675,0.0020236,109005714.0
2020-01-04,0.0020185,0.0021035,0.002015,0.0020579,123468609.0
2020-01-05,0.0020589,0.0020922,0.0020361,0.0020696,66437147.0
2020-01-06,0.0020722,0.0021345,0.0020692,0.0021344,108507039.0
2020-01-07,0.0021333,0.0021847,0.0020777,0.002175,121470207.0
2020-01-08,0.0021687,0.0022263,0.0020701,0.0020886,205791636.0
2020-01-09,0.0020934,0.0021633,0.0020642,0.0021282,80515080.0
2020-01-10,0.0021323,0.0022024,0.0020983,0.0021973,222205607.0
2020-01-11,0.0022007,0.002225,0.0021651,0.0021754,94223943.0
2020-01-12,0.0021671,0.0022133,0.002155,0.0021963,49775170.0
2020-01-13,0.0022026,0.0022049,0.0021652,0.0021704,66668055.0
2020-01-14,0.0021656,0.0023955,0.0021653,0.0023581,297610208.0
2020-01-15,0.0023493,0.0024913,0.0023204,0.0023669,262905054.0
2020-01-16,0.002376,0.0023768,0.0022871,0.0023276,98583989.0
2020-01-17,0.0023343,0.0025035,0.0023159,0.0024868,280388650.0
2020-01-18,0.0024855,0.0025225,0.0024441,0.0025115,191378707.0
2020-01-19,0.0025137,0.0025833,0.0023269,0.0023982,161012185.0
2020-01-20,0.0023999,0.002427,0.0023468,0.002376,95126694.0
2020-01-21,0.002376,0.0023952,0.0023206,0.0023673,130661575.0
2020-01-22,0.0023583,0.0023904,0.0023353,0.0023434,72204081.0
2020-01-23,0.002343,0.0023478,0.002225,0.0022514,120187526.0
2020-01-24,0.002255,0.0022885,0.0021968,0.0022698,72913429.0
2020-01-25,0.0022706,0.0022708,0.0022265,0.002251,74227952.0
2020-01-26,0.0022497,0.0023091,0.0022364,0.0022854,62787676.0
2020-01-27,0.002291,0.0024271,0.002256,0.0023594,189983953.0
2020-01-28,0.0023594,0.0024437,0.00235,0.0024412,132996335.0
2020-01-29,0.0024427,0.0024477,0.002371,0.0023865,113185519.0
2020-01-30,0.0023865,0.0024243,0.0023544,0.002414,78294104.0
2020-01-31,0.0024164,0.002445,0.002362,0.0023776,106455643.0
2020-02-01,0.0023776,0.002417,0.002373,0.002417,69780779.0
2020-02-02,0.0024118,0.0025018,0.0023985,0.0024406,140214787.0
2020-02-03,0.0024397,0.0024999,0.0024133,0.0024156,147181393.0
2020-02-04,0.0024167,0.0025178,0.002398,0.0025169,243323349.0
2020-02-05,0.0025169,0.0026334,0.0024723,0.0025826,456737744.0
2020-02-06,0.0025823,0.0026896,0.0025696,0.0026654,245310854.0
2020-02-07,0.0026642,0.0028,0.00265,0.0027888,266969073.0
2020-02-08,0.0027997,0.0032674,0.0027214,0.003171,1122954168.0
2020-02-09,0.0031745,0.00489,0.003078,0.0032235,1307461248.0
2020-02-10,0.0032155,0.0032819,0.0028417,0.0029663,810781064.0
2020-02-11,0.0029618,0.0030946,0.0028388,0.00303,584824864.0
2020-02-12,0.00303,0.0031568,0.003,0.0030589,621222834.0
2020-02-13,0.0030599,0.00321,0.0029443,0.0030132,570152846.0
